dataset_key,scenario,k_true,data_seed,k_model,sampler,n_chains,block,kernel_id,n_divergent,frac_divergent,mean_acceptance,max_treedepth,mean_treedepth,frac_max_treedepth,max_leapfrog,mean_leapfrog
std_s56,standard,1,56,1,hmc,2,beta_i,kernel_03,0,0.0,0.8972635865211487,,,,,
std_s57,standard,1,57,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9259548783302308,,,,,
std_s57,standard,1,57,1,hmc,2,mu,kernel_01,0,0.0,0.9386812448501588,,,,,
std_s57,standard,1,57,1,hmc,2,Delta,kernel_02,0,0.0,0.9070189595222472,,,,,
std_s57,standard,1,57,1,hmc,2,beta_i,kernel_03,0,0.0,0.8938074111938477,,,,,
std_s58,standard,1,58,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.928368866443634,,,,,
std_s58,standard,1,58,1,hmc,2,mu,kernel_01,0,0.0,0.9266250729560852,,,,,
std_s58,standard,1,58,1,hmc,2,Delta,kernel_02,0,0.0,0.9036877751350404,,,,,
std_s58,standard,1,58,1,hmc,2,beta_i,kernel_03,0,0.0,0.8892542719841003,,,,,
std_s59,standard,1,59,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9084062576293944,,,,,
std_s59,standard,1,59,1,hmc,2,mu,kernel_01,0,0.0,0.92154198884964,,,,,
std_s59,standard,1,59,1,hmc,2,Delta,kernel_02,0,0.0,0.906724214553833,,,,,
std_s59,standard,1,59,1,hmc,2,beta_i,kernel_03,0,0.0,0.9062599539756776,,,,,
std_s60,standard,1,60,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9171457886695862,,,,,
std_s60,standard,1,60,1,hmc,2,mu,kernel_01,0,0.0,0.9250292181968688,,,,,
std_s60,standard,1,60,1,hmc,2,Delta,kernel_02,0,0.0,0.8991639614105225,,,,,
std_s60,standard,1,60,1,hmc,2,beta_i,kernel_03,0,0.0,0.8993256092071533,,,,,
std_s61,standard,1,61,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9253035187721252,,,,,
std_s61,standard,1,61,1,hmc,2,mu,kernel_01,0,0.0,0.9347691535949708,,,,,
std_s61,standard,1,61,1,hmc,2,Delta,kernel_02,0,0.0,0.921653926372528,,,,,
std_s61,standard,1,61,1,hmc,2,beta_i,kernel_03,0,0.0,0.9035891890525818,,,,,
std_s62,standard,1,62,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9106538891792296,,,,,
std_s62,standard,1,62,1,hmc,2,mu,kernel_01,0,0.0,0.9247618913650512,,,,,
std_s62,standard,1,62,1,hmc,2,Delta,kernel_02,0,0.0,0.922670304775238,,,,,
std_s62,standard,1,62,1,hmc,2,beta_i,kernel_03,0,0.0,0.8877061605453491,,,,,
std_s63,standard,1,63,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9177613258361816,,,,,
std_s63,standard,1,63,1,hmc,2,mu,kernel_01,0,0.0,0.9187871813774108,,,,,
std_s63,standard,1,63,1,hmc,2,Delta,kernel_02,0,0.0,0.91605544090271,,,,,
std_s63,standard,1,63,1,hmc,2,beta_i,kernel_03,0,0.0,0.8981994390487671,,,,,
std_s64,standard,1,64,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9195128679275512,,,,,
std_s64,standard,1,64,1,hmc,2,mu,kernel_01,0,0.0,0.9351465106010436,,,,,
std_s64,standard,1,64,1,hmc,2,Delta,kernel_02,0,0.0,0.9134434461593628,,,,,
std_s64,standard,1,64,1,hmc,2,beta_i,kernel_03,0,0.0,0.9057831764221193,,,,,
std_s65,standard,1,65,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9258207082748412,,,,,
std_s65,standard,1,65,1,hmc,2,mu,kernel_01,0,0.0,0.926458477973938,,,,,
std_s65,standard,1,65,1,hmc,2,Delta,kernel_02,0,0.0,0.9155868887901306,,,,,
std_s65,standard,1,65,1,hmc,2,beta_i,kernel_03,0,0.0,0.9076111316680908,,,,,
std_s66,standard,1,66,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9152674078941344,,,,,
std_s66,standard,1,66,1,hmc,2,mu,kernel_01,0,0.0,0.929894745349884,,,,,
std_s66,standard,1,66,1,hmc,2,Delta,kernel_02,0,0.0,0.935232639312744,,,,,
std_s66,standard,1,66,1,hmc,2,beta_i,kernel_03,0,0.0,0.8995619416236877,,,,,
std_s67,standard,1,67,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9084818363189696,,,,,
std_s67,standard,1,67,1,hmc,2,mu,kernel_01,0,0.0,0.9453476667404176,,,,,
std_s67,standard,1,67,1,hmc,2,Delta,kernel_02,0,0.0,0.9180119037628174,,,,,
std_s67,standard,1,67,1,hmc,2,beta_i,kernel_03,0,0.0,0.8940265774726868,,,,,
std_s68,standard,1,68,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9113789200782776,,,,,
std_s68,standard,1,68,1,hmc,2,mu,kernel_01,0,0.0,0.9418901205062866,,,,,
std_s68,standard,1,68,1,hmc,2,Delta,kernel_02,0,0.0,0.9103875160217284,,,,,
std_s68,standard,1,68,1,hmc,2,beta_i,kernel_03,0,0.0,0.8992292881011963,,,,,
std_s69,standard,1,69,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9130805730819702,,,,,
std_s69,standard,1,69,1,hmc,2,mu,kernel_01,0,0.0,0.9279324412345886,,,,,
std_s69,standard,1,69,1,hmc,2,Delta,kernel_02,0,0.0,0.9057883024215698,,,,,
std_s69,standard,1,69,1,hmc,2,beta_i,kernel_03,0,0.0,0.9000690579414368,,,,,
std_s70,standard,1,70,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.906809389591217,,,,,
std_s70,standard,1,70,1,hmc,2,mu,kernel_01,0,0.0,0.948484182357788,,,,,
std_s70,standard,1,70,1,hmc,2,Delta,kernel_02,0,0.0,0.9120244383811952,,,,,
std_s70,standard,1,70,1,hmc,2,beta_i,kernel_03,0,0.0,0.9006699919700623,,,,,
std_s71,standard,1,71,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.8997198939323425,,,,,
std_s71,standard,1,71,1,hmc,2,mu,kernel_01,0,0.0,0.9274305701255798,,,,,
std_s71,standard,1,71,1,hmc,2,Delta,kernel_02,0,0.0,0.9097836017608644,,,,,
std_s71,standard,1,71,1,hmc,2,beta_i,kernel_03,0,0.0,0.9006234407424927,,,,,
std_s72,standard,1,72,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9108677506446838,,,,,
std_s72,standard,1,72,1,hmc,2,mu,kernel_01,0,0.0,0.9295931458473206,,,,,
std_s72,standard,1,72,1,hmc,2,Delta,kernel_02,0,0.0,0.9178476333618164,,,,,
std_s72,standard,1,72,1,hmc,2,beta_i,kernel_03,0,0.0,0.8906764388084412,,,,,
std_s73,standard,1,73,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9053931832313538,,,,,
std_s73,standard,1,73,1,hmc,2,mu,kernel_01,0,0.0,0.920884370803833,,,,,
std_s73,standard,1,73,1,hmc,2,Delta,kernel_02,0,0.0,0.9162912368774414,,,,,
std_s73,standard,1,73,1,hmc,2,beta_i,kernel_03,0,0.0,0.889488160610199,,,,,
std_s74,standard,1,74,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9225484132766724,,,,,
std_s74,standard,1,74,1,hmc,2,mu,kernel_01,0,0.0,0.9368761777877808,,,,,
std_s74,standard,1,74,1,hmc,2,Delta,kernel_02,0,0.0,0.8991703391075134,,,,,
std_s74,standard,1,74,1,hmc,2,beta_i,kernel_03,0,0.0,0.8964026570320129,,,,,
std_s75,standard,1,75,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9054103493690492,,,,,
std_s75,standard,1,75,1,hmc,2,mu,kernel_01,0,0.0,0.917063057422638,,,,,
std_s75,standard,1,75,1,hmc,2,Delta,kernel_02,0,0.0,0.9194488525390624,,,,,
std_s75,standard,1,75,1,hmc,2,beta_i,kernel_03,0,0.0,0.8830649256706238,,,,,
std_s76,standard,1,76,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9022691249847412,,,,,
std_s76,standard,1,76,1,hmc,2,mu,kernel_01,0,0.0,0.9261232614517212,,,,,
std_s76,standard,1,76,1,hmc,2,Delta,kernel_02,0,0.0,0.9291949272155762,,,,,
std_s76,standard,1,76,1,hmc,2,beta_i,kernel_03,0,0.0,0.8983752727508545,,,,,
std_s77,standard,1,77,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.8912996053695679,,,,,
std_s77,standard,1,77,1,hmc,2,mu,kernel_01,0,0.0,0.929276168346405,,,,,
std_s77,standard,1,77,1,hmc,2,Delta,kernel_02,0,0.0,0.9092355370521544,,,,,
std_s77,standard,1,77,1,hmc,2,beta_i,kernel_03,0,0.0,0.8725898265838623,,,,,
std_s78,standard,1,78,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9246550798416138,,,,,
std_s78,standard,1,78,1,hmc,2,mu,kernel_01,0,0.0,0.9237968921661376,,,,,
std_s78,standard,1,78,1,hmc,2,Delta,kernel_02,0,0.0,0.9090957045555116,,,,,
std_s78,standard,1,78,1,hmc,2,beta_i,kernel_03,0,0.0,0.8936454057693481,,,,,
std_s79,standard,1,79,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.938650608062744,,,,,
std_s79,standard,1,79,1,hmc,2,mu,kernel_01,0,0.0,0.9194121956825256,,,,,
std_s79,standard,1,79,1,hmc,2,Delta,kernel_02,0,0.0,0.9210568070411682,,,,,
std_s79,standard,1,79,1,hmc,2,beta_i,kernel_03,0,0.0,0.8882248997688293,,,,,
std_s80,standard,1,80,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9129604697227478,,,,,
std_s80,standard,1,80,1,hmc,2,mu,kernel_01,0,0.0,0.9220149517059326,,,,,
std_s80,standard,1,80,1,hmc,2,Delta,kernel_02,0,0.0,0.9140210747718812,,,,,
std_s80,standard,1,80,1,hmc,2,beta_i,kernel_03,0,0.0,0.897050678730011,,,,,
std_s81,standard,1,81,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9070809483528136,,,,,
std_s81,standard,1,81,1,hmc,2,mu,kernel_01,0,0.0,0.91815185546875,,,,,
std_s81,standard,1,81,1,hmc,2,Delta,kernel_02,0,0.0,0.9098705053329468,,,,,
std_s81,standard,1,81,1,hmc,2,beta_i,kernel_03,0,0.0,0.8900094032287598,,,,,
std_s82,standard,1,82,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9091665148735046,,,,,
std_s82,standard,1,82,1,hmc,2,mu,kernel_01,0,0.0,0.9360169172286988,,,,,
std_s82,standard,1,82,1,hmc,2,Delta,kernel_02,0,0.0,0.8958234190940857,,,,,
std_s82,standard,1,82,1,hmc,2,beta_i,kernel_03,0,0.0,0.8841346502304077,,,,,
std_s83,standard,1,83,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9204539060592652,,,,,
std_s83,standard,1,83,1,hmc,2,mu,kernel_01,0,0.0,0.9156533479690552,,,,,
std_s83,standard,1,83,1,hmc,2,Delta,kernel_02,0,0.0,0.9215829968452454,,,,,
std_s83,standard,1,83,1,hmc,2,beta_i,kernel_03,0,0.0,0.8895976543426514,,,,,
std_s84,standard,1,84,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9190853238105774,,,,,
std_s84,standard,1,84,1,hmc,2,mu,kernel_01,0,0.0,0.9415740370750428,,,,,
std_s84,standard,1,84,1,hmc,2,Delta,kernel_02,0,0.0,0.9099001884460448,,,,,
std_s84,standard,1,84,1,hmc,2,beta_i,kernel_03,0,0.0,0.8869925737380981,,,,,
std_s85,standard,1,85,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9181166291236876,,,,,
std_s85,standard,1,85,1,hmc,2,mu,kernel_01,0,0.0,0.9342151284217834,,,,,
std_s85,standard,1,85,1,hmc,2,Delta,kernel_02,0,0.0,0.9234442114830016,,,,,
std_s85,standard,1,85,1,hmc,2,beta_i,kernel_03,0,0.0,0.8894621133804321,,,,,
std_s86,standard,1,86,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9473130702972412,,,,,
std_s86,standard,1,86,1,hmc,2,mu,kernel_01,0,0.0,0.919090211391449,,,,,
std_s86,standard,1,86,1,hmc,2,Delta,kernel_02,0,0.0,0.9133548736572266,,,,,
std_s86,standard,1,86,1,hmc,2,beta_i,kernel_03,0,0.0,0.8760294914245605,,,,,
std_s87,standard,1,87,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9188792705535888,,,,,
std_s87,standard,1,87,1,hmc,2,mu,kernel_01,0,0.0,0.9466367959976196,,,,,
std_s87,standard,1,87,1,hmc,2,Delta,kernel_02,0,0.0,0.9342907071113586,,,,,
std_s87,standard,1,87,1,hmc,2,beta_i,kernel_03,0,0.0,0.9062824249267578,,,,,
std_s88,standard,1,88,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9209672808647156,,,,,
std_s88,standard,1,88,1,hmc,2,mu,kernel_01,0,0.0,0.9319594502449036,,,,,
std_s88,standard,1,88,1,hmc,2,Delta,kernel_02,0,0.0,0.9108226299285888,,,,,
std_s88,standard,1,88,1,hmc,2,beta_i,kernel_03,0,0.0,0.8843764662742615,,,,,
std_s89,standard,1,89,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.8940216898918152,,,,,
std_s89,standard,1,89,1,hmc,2,mu,kernel_01,0,0.0,0.9407007098197936,,,,,
std_s89,standard,1,89,1,hmc,2,Delta,kernel_02,0,0.0,0.9122874736785888,,,,,
std_s89,standard,1,89,1,hmc,2,beta_i,kernel_03,0,0.0,0.8816478252410889,,,,,
std_s90,standard,1,90,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.916461706161499,,,,,
std_s90,standard,1,90,1,hmc,2,mu,kernel_01,0,0.0,0.929466724395752,,,,,
std_s90,standard,1,90,1,hmc,2,Delta,kernel_02,0,0.0,0.918723464012146,,,,,
std_s90,standard,1,90,1,hmc,2,beta_i,kernel_03,0,0.0,0.872112512588501,,,,,
std_s91,standard,1,91,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9035273194313048,,,,,
std_s91,standard,1,91,1,hmc,2,mu,kernel_01,0,0.0,0.9304983615875244,,,,,
std_s91,standard,1,91,1,hmc,2,Delta,kernel_02,0,0.0,0.9099560379981996,,,,,
std_s91,standard,1,91,1,hmc,2,beta_i,kernel_03,0,0.0,0.8897204995155334,,,,,
std_s92,standard,1,92,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9224011898040771,,,,,
std_s92,standard,1,92,1,hmc,2,mu,kernel_01,0,0.0,0.9189304709434508,,,,,
std_s92,standard,1,92,1,hmc,2,Delta,kernel_02,0,0.0,0.9090306758880616,,,,,
std_s92,standard,1,92,1,hmc,2,beta_i,kernel_03,0,0.0,0.9014046788215636,,,,,
std_s93,standard,1,93,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9164817333221436,,,,,
std_s93,standard,1,93,1,hmc,2,mu,kernel_01,0,0.0,0.9338062405586244,,,,,
std_s93,standard,1,93,1,hmc,2,Delta,kernel_02,0,0.0,0.9138144254684448,,,,,
std_s93,standard,1,93,1,hmc,2,beta_i,kernel_03,0,0.0,0.8962516784667969,,,,,
std_s94,standard,1,94,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.905587673187256,,,,,
std_s94,standard,1,94,1,hmc,2,mu,kernel_01,0,0.0,0.9230740070343018,,,,,
std_s94,standard,1,94,1,hmc,2,Delta,kernel_02,0,0.0,0.9290332794189452,,,,,
std_s94,standard,1,94,1,hmc,2,beta_i,kernel_03,0,0.0,0.8823381066322327,,,,,
std_s95,standard,1,95,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9125618934631348,,,,,
std_s95,standard,1,95,1,hmc,2,mu,kernel_01,0,0.0,0.9320818185806274,,,,,
std_s95,standard,1,95,1,hmc,2,Delta,kernel_02,0,0.0,0.9002365469932556,,,,,
std_s95,standard,1,95,1,hmc,2,beta_i,kernel_03,0,0.0,0.8929449319839478,,,,,
std_s96,standard,1,96,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.921111524105072,,,,,
std_s96,standard,1,96,1,hmc,2,mu,kernel_01,0,0.0,0.9273476600646972,,,,,
std_s96,standard,1,96,1,hmc,2,Delta,kernel_02,0,0.0,0.9108995199203492,,,,,
std_s96,standard,1,96,1,hmc,2,beta_i,kernel_03,0,0.0,0.8937513828277588,,,,,
std_s97,standard,1,97,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9122666120529176,,,,,
std_s97,standard,1,97,1,hmc,2,mu,kernel_01,0,0.0,0.9432039856910706,,,,,
std_s97,standard,1,97,1,hmc,2,Delta,kernel_02,0,0.0,0.9279095530509948,,,,,
std_s97,standard,1,97,1,hmc,2,beta_i,kernel_03,0,0.0,0.8921988010406494,,,,,
std_s98,standard,1,98,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9131644368171692,,,,,
std_s98,standard,1,98,1,hmc,2,mu,kernel_01,0,0.0,0.9336341619491576,,,,,
std_s98,standard,1,98,1,hmc,2,Delta,kernel_02,0,0.0,0.9249512553215028,,,,,
std_s98,standard,1,98,1,hmc,2,beta_i,kernel_03,0,0.0,0.9027280211448668,,,,,
std_s99,standard,1,99,1,hmc,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9227185249328612,,,,,
std_s99,standard,1,99,1,hmc,2,mu,kernel_01,0,0.0,0.91915625333786,,,,,
std_s99,standard,1,99,1,hmc,2,Delta,kernel_02,0,0.0,0.9189225435256958,,,,,
std_s99,standard,1,99,1,hmc,2,beta_i,kernel_03,0,0.0,0.9125021696090698,,,,,
std_s01,standard,1,1,1,nuts,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.8934581875801086,3.0,2.93725,0.0,7.0,6.749
std_s01,standard,1,1,1,nuts,2,mu,kernel_01,0,0.0,0.9160853624343872,4.0,2.6438,0.0,15.0,5.5857
std_s01,standard,1,1,1,nuts,2,Delta,kernel_02,0,0.0,0.8999168872833252,4.0,2.8837,0.0,15.0,6.5351
std_s01,standard,1,1,1,nuts,2,beta_i,kernel_03,0,0.0,0.8707454800605774,5.0,4.89045,0.0,31.0,29.2472
std_s02,standard,1,2,1,nuts,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.904931664466858,5.0,2.9642,0.0,23.0,6.8634
std_s02,standard,1,2,1,nuts,2,mu,kernel_01,0,0.0,0.9116005897521972,5.0,2.63745,0.0,19.0,5.5616
std_s02,standard,1,2,1,nuts,2,Delta,kernel_02,0,0.0,0.8806205987930298,5.0,2.8487,0.0,19.0,6.4005
std_s02,standard,1,2,1,nuts,2,beta_i,kernel_03,0,0.0,0.855110228061676,5.0,4.86835,0.0,31.0,28.8936
std_s03,standard,1,3,1,nuts,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9119839072227478,5.0,2.98085,0.0,31.0,6.9378
std_s03,standard,1,3,1,nuts,2,mu,kernel_01,0,0.0,0.9019044041633606,5.0,2.60045,0.0,19.0,5.4232
std_s03,standard,1,3,1,nuts,2,Delta,kernel_02,0,0.0,0.8880476355552673,5.0,2.87725,0.0,23.0,6.5134
std_s03,standard,1,3,1,nuts,2,beta_i,kernel_03,0,0.0,0.8673534393310547,5.0,4.93275,0.0,31.0,29.924
std_s04,standard,1,4,1,nuts,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.8882993459701538,4.0,2.93925,0.0,15.0,6.7576
std_s04,standard,1,4,1,nuts,2,mu,kernel_01,0,0.0,0.9112655520439148,5.0,2.6149,0.0,23.0,5.4855
std_s04,standard,1,4,1,nuts,2,Delta,kernel_02,0,0.0,0.8973255157470703,4.0,2.8868,0.0,15.0,6.5484
std_s04,standard,1,4,1,nuts,2,beta_i,kernel_03,0,0.0,0.853233814239502,5.0,4.5293,0.0,31.0,23.4688
std_s05,standard,1,5,1,nuts,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.901902437210083,4.0,2.97005,0.0,15.0,6.882
std_s05,standard,1,5,1,nuts,2,mu,kernel_01,0,0.0,0.9092101454734802,4.0,2.5882,0.0,15.0,5.3704
std_s05,standard,1,5,1,nuts,2,Delta,kernel_02,0,0.0,0.895456075668335,4.0,2.86965,0.0,15.0,6.4799
std_s05,standard,1,5,1,nuts,2,beta_i,kernel_03,0,0.0,0.8734287023544312,5.0,5.0,0.0,31.0,31.0
std_s06,standard,1,6,1,nuts,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.8782091736793518,4.0,2.90765,0.0,15.0,6.631
std_s06,standard,1,6,1,nuts,2,mu,kernel_01,0,0.0,0.9133086204528807,5.0,2.6102,0.0,23.0,5.4512
std_s06,standard,1,6,1,nuts,2,Delta,kernel_02,0,0.0,0.8941482305526733,4.0,2.86425,0.0,15.0,6.4575
std_s06,standard,1,6,1,nuts,2,beta_i,kernel_03,0,0.0,0.8601078391075134,5.0,4.50505,0.0,31.0,23.0808
std_s07,standard,1,7,1,nuts,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.8813456892967224,4.0,2.9149,0.0,15.0,6.66
std_s07,standard,1,7,1,nuts,2,mu,kernel_01,0,0.0,0.9132341742515564,5.0,2.62025,0.0,31.0,5.5144
std_s07,standard,1,7,1,nuts,2,Delta,kernel_02,0,0.0,0.9052344560623168,3.0,2.90565,0.0,7.0,6.6226
std_s07,standard,1,7,1,nuts,2,beta_i,kernel_03,0,0.0,0.8500556349754333,5.0,4.5,0.0,31.0,23.0
std_s08,standard,1,8,1,nuts,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.9083884954452516,3.0,2.9729,0.0,7.0,6.8916
std_s08,standard,1,8,1,nuts,2,mu,kernel_01,0,0.0,0.9059385061264038,5.0,2.5877,0.0,31.0,5.3807
std_s08,standard,1,8,1,nuts,2,Delta,kernel_02,0,0.0,0.8864017724990845,5.0,2.85695,0.0,23.0,6.4316
std_s08,standard,1,8,1,nuts,2,beta_i,kernel_03,0,0.0,0.8856446146965027,5.0,4.99955,0.0,31.0,30.9928
std_s09,standard,1,9,1,nuts,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.8969775438308716,3.0,2.94075,0.0,7.0,6.7629
std_s09,standard,1,9,1,nuts,2,mu,kernel_01,0,0.0,0.8919481635093689,5.0,2.4844,0.0,31.0,5.014
std_s09,standard,1,9,1,nuts,2,Delta,kernel_02,0,0.0,0.8839558362960815,4.0,2.8231,0.0,15.0,6.2945
std_s09,standard,1,9,1,nuts,2,beta_i,kernel_03,0,0.0,0.8737540245056152,5.0,5.0,0.0,31.0,31.0
std_s100,standard,1,100,1,nuts,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.891272246837616,3.0,2.92585,0.0,7.0,6.7034
std_s100,standard,1,100,1,nuts,2,mu,kernel_01,0,0.0,0.9132399559020996,4.0,2.6064,0.0,15.0,5.4403
std_s100,standard,1,100,1,nuts,2,Delta,kernel_02,0,0.0,0.8744421601295471,4.0,2.78295,0.0,15.0,6.1347
std_s100,standard,1,100,1,nuts,2,beta_i,kernel_03,0,0.0,0.8643779158592224,5.0,4.64545,0.0,31.0,25.3272
std_s10,standard,1,10,1,nuts,2,sigma_inv_chol_latent,kernel_00,0,0.0,0.8982328176498413,4.0,2.94365,0.0,11.0,6.7746
std_s10,standard,1,10,1,nuts,2,mu,kernel_01,0,0.0,0.9095965027809144,5.0,2.5709,0.0,19.0,5.3061
std_s10,standard,1,10,1,nuts,2,Delta,kernel_02,0,0.0,0.8848216533660889,4.0,2.81475,0.0,15.0,6.2596
std_s10,standard,1,10,1,nuts,2,beta_i,kernel_03,0,0.0,0.863996684551239,5.0,4.9994,0.0,31.0,30.9904
